pos,corr_resp,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,polygon.started,line1.started,line2.started,line3.started,line4.started,polygon.stopped,probe.started,key_resp.started,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,
50,c,0,0,0,0,5,2,22,2,,,,,72.68146549997618,73.66478400002234,73.66478400002234,73.66478400002234,73.66478400002234,73.68161169998348,74.68159539997578,74.68159539997578,c,1,0.10357829998247325,None,archi,001,2023-10-11_00h24.30.755,orient_discri,2023.1.3,60.359355461578595,
-150,z,0,0,0,0,5,3,23,3,,,,,74.81465409998782,75.81466699996963,75.81466699996963,75.81466699996963,75.81466699996963,75.81466699996963,76.8140282999957,76.8140282999957,z,1,0.010112399992067367,None,archi,001,2023-10-11_00h24.30.755,orient_discri,2023.1.3,60.359355461578595,
-50,x,0,0,0,0,6,0,24,0,,,,,76.84787769999821,77.84823230002075,77.84823230002075,77.84823230002075,77.84823230002075,77.84823230002075,78.84798570000567,78.84798570000567,x,1,0.018217400007415563,None,archi,001,2023-10-11_00h24.30.755,orient_discri,2023.1.3,60.359355461578595,
150,v,0,0,0,0,6,1,25,1,,,,,78.89779550000094,79.89771689998452,79.89771689998452,79.89771689998452,79.89771689998452,79.89771689998452,80.89760099997511,80.89760099997511,v,1,0.18136250000679865,None,archi,001,2023-10-11_00h24.30.755,orient_discri,2023.1.3,60.359355461578595,
50,c,0,0,0,0,6,2,26,2,,,,,81.09760739997728,82.09706030000234,82.09706030000234,82.09706030000234,82.09706030000234,82.09706030000234,83.09734909998951,83.09734909998951,c,1,0.22497649997239932,None,archi,001,2023-10-11_00h24.30.755,orient_discri,2023.1.3,60.359355461578595,
-150,z,0,0,0,0,6,3,27,3,,,,,83.3477361999685,84.34679609996965,84.34679609996965,84.34679609996965,84.34679609996965,84.34679609996965,85.34721809998155,85.34721809998155,z,1,0.10643399995751679,None,archi,001,2023-10-11_00h24.30.755,orient_discri,2023.1.3,60.359355461578595,
-50,x,0,0,0,0,7,0,28,0,,,,,85.47989660000894,86.47955970000476,86.47955970000476,86.47955970000476,86.47955970000476,86.47955970000476,87.48045899998397,87.48045899998397,x,1,0.019008099974598736,None,archi,001,2023-10-11_00h24.30.755,orient_discri,2023.1.3,60.359355461578595,
150,v,0,0,0,0,7,1,29,1,,,,,87.5303547999938,88.5298965999973,88.5298965999973,88.5298965999973,88.5298965999973,88.5298965999973,89.5302556999959,89.5302556999959,v,1,0.3427512000198476,None,archi,001,2023-10-11_00h24.30.755,orient_discri,2023.1.3,60.359355461578595,
50,c,0,0,0,0,7,2,30,2,,,,,89.89642810000805,90.88006649998715,90.88006649998715,90.88006649998715,90.88006649998715,90.89610090001952,91.87999049999053,91.87999049999053,c,1,0.11057039996376261,None,archi,001,2023-10-11_00h24.30.755,orient_discri,2023.1.3,60.359355461578595,
-150,z,0,0,0,0,7,3,31,3,,,,,92.01315989997238,93.01315459999023,93.01315459999023,93.01315459999023,93.01315459999023,93.01315459999023,94.01306710002245,94.01306710002245,z,1,0.18419050000375137,None,archi,001,2023-10-11_00h24.30.755,orient_discri,2023.1.3,60.359355461578595,
-50,x,0,0,0,0,8,0,32,0,,,,,94.22906139999395,95.22942410001997,95.22942410001997,95.22942410001997,95.22942410001997,95.22942410001997,96.22940499999095,96.22940499999095,x,1,0.2430824000039138,None,archi,001,2023-10-11_00h24.30.755,orient_discri,2023.1.3,60.359355461578595,
150,v,0,0,0,0,8,1,33,1,,,,,96.49589229997946,97.49587350001093,97.49587350001093,97.49587350001093,97.49587350001093,97.49587350001093,98.49598760000663,98.49598760000663,v,1,0.16736899997340515,None,archi,001,2023-10-11_00h24.30.755,orient_discri,2023.1.3,60.359355461578595,
50,c,0,0,0,0,8,2,34,2,,,,,98.6962170000188,99.69539309997344,99.69539309997344,99.69539309997344,99.69539309997344,99.69539309997344,100.69508749997476,100.69508749997476,c,1,0.17480639996938407,None,archi,001,2023-10-11_00h24.30.755,orient_discri,2023.1.3,60.359355461578595,
-150,z,0,0,0,0,8,3,35,3,,,,,100.89546069997596,101.89539550000336,101.89539550000336,101.89539550000336,101.89539550000336,101.89539550000336,102.89556859998265,102.89556859998265,z,1,0.16818589996546507,None,archi,001,2023-10-11_00h24.30.755,orient_discri,2023.1.3,60.359355461578595,
-50,x,0,0,0,0,9,0,36,0,,,,,103.09522000001743,104.07888430001913,104.07888430001913,104.07888430001913,104.07888430001913,104.09590730001219,105.07792780001182,105.07792780001182,x,1,0.4154249000130221,None,archi,001,2023-10-11_00h24.30.755,orient_discri,2023.1.3,60.359355461578595,
150,v,0,0,0,0,9,1,37,1,,,,,105.51183490001131,106.49490839999635,106.49490839999635,106.49490839999635,106.49490839999635,106.51153730001533,107.51160600001458,107.51160600001458,v,1,0.256066300033126,None,archi,001,2023-10-11_00h24.30.755,orient_discri,2023.1.3,60.359355461578595,
50,c,0,0,0,0,9,2,38,2,,,,,107.79515079996781,108.79416990000755,108.79416990000755,108.79416990000755,108.79416990000755,108.79416990000755,109.79479959997116,109.79479959997116,c,1,0.1827976999920793,None,archi,001,2023-10-11_00h24.30.755,orient_discri,2023.1.3,60.359355461578595,
-150,z,0,0,0,0,9,3,39,3,,,,,109.99445950001245,110.99425950000295,110.99425950000295,110.99425950000295,110.99425950000295,110.99425950000295,111.99421829998028,111.99421829998028,z,1,0.30133519996888936,None,archi,001,2023-10-11_00h24.30.755,orient_discri,2023.1.3,60.359355461578595,
-50,x,0,0,0,0,10,0,40,0,,,,,112.32802449999144,113.3281606999808,113.3281606999808,113.3281606999808,113.3281606999808,113.3281606999808,114.32748859998537,114.32748859998537,x,1,0.13625639997189865,None,archi,001,2023-10-11_00h24.30.755,orient_discri,2023.1.3,60.359355461578595,
150,v,0,0,0,0,10,1,41,1,,,,,114.49400549998973,115.4941638999735,115.4941638999735,115.4941638999735,115.4941638999735,115.4941638999735,116.4772783999797,116.4772783999797,v,1,0.2628584000049159,None,archi,001,2023-10-11_00h24.30.755,orient_discri,2023.1.3,60.359355461578595,
50,c,0,0,0,0,10,2,42,2,,,,,116.76037929998711,117.76063939998858,117.76063939998858,117.76063939998858,117.76063939998858,117.76063939998858,118.76058790000388,118.76058790000388,c,1,0.26202439999906346,None,archi,001,2023-10-11_00h24.30.755,orient_discri,2023.1.3,60.359355461578595,
-150,z,0,0,0,0,10,3,43,3,,,,,119.04338639997877,120.04380039998796,120.04380039998796,120.04380039998796,120.04380039998796,120.04380039998796,121.02673390001291,121.02673390001291,z,1,0.2910355000058189,None,archi,001,2023-10-11_00h24.30.755,orient_discri,2023.1.3,60.359355461578595,
-50,x,0,0,0,0,11,0,44,0,,,,,121.3433670999948,122.34328159998404,122.34328159998404,122.34328159998404,122.34328159998404,122.34328159998404,123.34323320002295,123.34323320002295,x,1,0.08910949999699369,None,archi,001,2023-10-11_00h24.30.755,orient_discri,2023.1.3,60.359355461578595,
150,v,0,0,0,0,11,1,45,1,,,,,123.4597696000128,124.45952520001447,124.45952520001447,124.45952520001447,124.45952520001447,124.45952520001447,125.45972839999013,125.45972839999013,v,1,0.29581969999708235,None,archi,001,2023-10-11_00h24.30.755,orient_discri,2023.1.3,60.359355461578595,
50,c,0,0,0,0,11,2,46,2,,,,,125.77612120000413,126.76036369998474,126.76036369998474,126.76036369998474,126.76036369998474,126.77622180001345,127.75982490001479,127.75982490001479,c,1,0.35113769996678457,None,archi,001,2023-10-11_00h24.30.755,orient_discri,2023.1.3,60.359355461578595,
-150,z,0,0,0,0,11,3,47,3,,,,,128.14265579998028,129.14297619997524,129.14297619997524,129.14297619997524,129.14297619997524,129.14297619997524,130.14258109999355,130.14258109999355,z,1,0.1632677000015974,None,archi,001,2023-10-11_00h24.30.755,orient_discri,2023.1.3,60.359355461578595,
-50,x,0,0,0,0,12,0,48,0,,,,,130.3260482000187,131.32589560002089,131.32589560002089,131.32589560002089,131.32589560002089,131.32589560002089,132.32590190001065,132.32590190001065,x,1,0.2259790999814868,None,archi,001,2023-10-11_00h24.30.755,orient_discri,2023.1.3,60.359355461578595,
150,v,0,0,0,0,12,1,49,1,,,,,132.59123919997364,133.59254390001297,133.59254390001297,133.59254390001297,133.59254390001297,133.59254390001297,134.59215819998644,134.59215819998644,v,1,0.2082504999707453,None,archi,001,2023-10-11_00h24.30.755,orient_discri,2023.1.3,60.359355461578595,
50,c,0,0,0,0,12,2,50,2,,,,,134.82585640001344,135.8254709999892,135.8254709999892,135.8254709999892,135.8254709999892,135.8254709999892,136.8255480999942,136.8255480999942,c,1,0.22227920003933832,None,archi,001,2023-10-11_00h24.30.755,orient_discri,2023.1.3,60.359355461578595,
-150,z,0,0,0,0,12,3,51,3,,,,,137.07528849999653,138.07514650002122,138.07514650002122,138.07514650002122,138.07514650002122,138.07514650002122,139.07509439997375,139.07509439997375,z,1,0.07092480000574142,None,archi,001,2023-10-11_00h24.30.755,orient_discri,2023.1.3,60.359355461578595,
-50,x,0,0,0,0,13,0,52,0,,,,,139.17532300000312,140.15836130001117,140.15836130001117,140.15836130001117,140.15836130001117,140.1751892999746,141.17517329996917,141.17517329996917,x,1,0.5699431999819353,None,archi,001,2023-10-11_00h24.30.755,orient_discri,2023.1.3,60.359355461578595,
150,v,0,0,0,0,13,1,53,1,,,,,141.7746864000219,142.77519830001984,142.77519830001984,142.77519830001984,142.77519830001984,142.77519830001984,143.7754816999659,143.7754816999659,v,1,0.028846500033978373,None,archi,001,2023-10-11_00h24.30.755,orient_discri,2023.1.3,60.359355461578595,
50,c,0,0,0,0,13,2,54,2,,,,,143.82468670001253,144.82414899999276,144.82414899999276,144.82414899999276,144.82414899999276,144.82414899999276,145.82452879997436,145.82452879997436,c,1,0.012519899988546968,None,archi,001,2023-10-11_00h24.30.755,orient_discri,2023.1.3,60.359355461578595,
-150,z,0,0,0,0,13,3,55,3,,,,,145.8573189000017,146.85737410001457,146.85737410001457,146.85737410001457,146.85737410001457,146.85737410001457,147.85804449999705,147.85804449999705,z,1,0.2541767000220716,None,archi,001,2023-10-11_00h24.30.755,orient_discri,2023.1.3,60.359355461578595,
-50,x,0,0,0,0,14,0,56,0,,,,,148.14159179996932,149.14068279997446,149.14068279997446,149.14068279997446,149.14068279997446,149.14068279997446,150.14090920001036,150.14090920001036,x,1,0.1221631999942474,None,archi,001,2023-10-11_00h24.30.755,orient_discri,2023.1.3,60.359355461578595,
150,v,0,0,0,0,14,1,57,1,,,,,150.2908213000046,151.29084099998,151.29084099998,151.29084099998,151.29084099998,151.29084099998,152.29014029999962,152.29014029999962,v,1,0.1952016000286676,None,archi,001,2023-10-11_00h24.30.755,orient_discri,2023.1.3,60.359355461578595,
50,c,0,0,0,0,14,2,58,2,,,,,152.50726049998775,153.50712490000296,153.50712490000296,153.50712490000296,153.50712490000296,153.50712490000296,154.50706829997944,154.50706829997944,c,1,0.29989150003530085,None,archi,001,2023-10-11_00h24.30.755,orient_discri,2023.1.3,60.359355461578595,
-150,z,0,0,0,0,14,3,59,3,,,,,154.82354999997187,155.82344950002152,155.82344950002152,155.82344950002152,155.82344950002152,155.82344950002152,156.82351570000174,156.82351570000174,z,1,0.3109624999924563,None,archi,001,2023-10-11_00h24.30.755,orient_discri,2023.1.3,60.359355461578595,
-50,x,0,0,0,0,15,0,60,0,,,,,157.1570884999819,158.15705999999773,158.15705999999773,158.15705999999773,158.15705999999773,158.15705999999773,159.15635299996939,159.15635299996939,x,1,0.1722855999832973,None,archi,001,2023-10-11_00h24.30.755,orient_discri,2023.1.3,60.359355461578595,
150,v,0,0,0,0,15,1,61,1,,,,,159.35650840000017,160.3564228999894,160.3564228999894,160.3564228999894,160.3564228999894,160.3564228999894,161.35637100000167,161.35637100000167,v,1,0.1353232999681495,None,archi,001,2023-10-11_00h24.30.755,orient_discri,2023.1.3,60.359355461578595,
50,c,0,0,0,0,15,2,62,2,,,,,161.522622999968,162.52291130000958,162.52291130000958,162.52291130000958,162.52291130000958,162.52291130000958,163.52294599998277,163.52294599998277,c,1,0.1925135000492446,None,archi,001,2023-10-11_00h24.30.755,orient_discri,2023.1.3,60.359355461578595,
-150,z,0,0,0,0,15,3,63,3,,,,,163.73986039997544,164.73940189997666,164.73940189997666,164.73940189997666,164.73940189997666,164.73940189997666,165.73947249999037,165.73947249999037,z,1,0.1585422000498511,None,archi,001,2023-10-11_00h24.30.755,orient_discri,2023.1.3,60.359355461578595,
-50,x,0,0,0,0,16,0,64,0,,,,,165.9224124000175,166.9052367999684,166.9052367999684,166.9052367999684,166.9052367999684,166.92257739999332,167.92223999998532,167.92223999998532,x,1,0.022857000003568828,None,archi,001,2023-10-11_00h24.30.755,orient_discri,2023.1.3,60.359355461578595,
150,v,0,0,0,0,16,1,65,1,,,,,167.97250159998657,168.97248280001804,168.97248280001804,168.97248280001804,168.97248280001804,168.97248280001804,169.97203900001477,169.97203900001477,v,1,0.06728249997831881,None,archi,001,2023-10-11_00h24.30.755,orient_discri,2023.1.3,60.359355461578595,
50,c,0,0,0,0,16,2,66,2,,,,,170.0556465999689,171.05542210000567,171.05542210000567,171.05542210000567,171.05542210000567,171.05542210000567,172.0551805999712,172.0551805999712,c,1,0.008737600001040846,None,archi,001,2023-10-11_00h24.30.755,orient_discri,2023.1.3,60.359355461578595,
-150,z,0,0,0,0,16,3,67,3,,,,,172.08894729998428,173.08835560001899,173.08835560001899,173.08835560001899,173.08835560001899,173.08835560001899,174.08825450000586,174.08825450000586,z,1,0.2362476999987848,None,archi,001,2023-10-11_00h24.30.755,orient_discri,2023.1.3,60.359355461578595,
-50,x,0,0,0,0,17,0,68,0,,,,,174.35460530000273,175.33890879998216,175.33890879998216,175.33890879998216,175.33890879998216,175.35498740000185,176.3377809000085,176.3377809000085,x,1,0.17460780002875254,None,archi,001,2023-10-11_00h24.30.755,orient_discri,2023.1.3,60.359355461578595,
150,v,0,0,0,0,17,1,69,1,,,,,176.5378708000062,177.53845019999426,177.53845019999426,177.53845019999426,177.53845019999426,177.53845019999426,178.5381354999845,178.5381354999845,v,1,0.23741360002895817,None,archi,001,2023-10-11_00h24.30.755,orient_discri,2023.1.3,60.359355461578595,
50,c,0,0,0,0,17,2,70,2,,,,,178.80447360000107,179.8046152999741,179.8046152999741,179.8046152999741,179.8046152999741,179.8046152999741,180.8045482999878,180.8045482999878,c,1,0.06847810000181198,None,archi,001,2023-10-11_00h24.30.755,orient_discri,2023.1.3,60.359355461578595,
-150,z,0,0,0,0,17,3,71,3,,,,,180.90464259998407,181.90396500000497,181.90396500000497,181.90396500000497,181.90396500000497,181.90396500000497,182.88751979998779,182.88751979998779,z,1,0.11384379997616634,None,archi,001,2023-10-11_00h24.30.755,orient_discri,2023.1.3,60.359355461578595,
-50,x,0,0,0,0,18,0,72,0,,,,,183.02157659997465,184.02069069998106,184.02069069998106,184.02069069998106,184.02069069998106,184.0378116000211,185.00393040000927,185.00393040000927,x,1,0.19088380003813654,None,archi,001,2023-10-11_00h24.30.755,orient_discri,2023.1.3,60.359355461578595,
150,v,0,0,0,0,18,1,73,1,,,,,185.22081640001852,186.22072579996893,186.22072579996893,186.22072579996893,186.22072579996893,186.22072579996893,187.22084610001184,187.22084610001184,v,1,0.4288617999991402,None,archi,001,2023-10-11_00h24.30.755,orient_discri,2023.1.3,60.359355461578595,
50,c,0,0,0,0,18,2,74,2,,,,,187.66981669998495,188.67061039997498,188.67061039997498,188.67061039997498,188.67061039997498,188.67061039997498,189.67001429997617,189.67001429997617,c,1,0.25997100002132356,None,archi,001,2023-10-11_00h24.30.755,orient_discri,2023.1.3,60.359355461578595,
-150,z,0,0,0,0,18,3,75,3,,,,,189.95325239998056,190.95340220001526,190.95340220001526,190.95340220001526,190.95340220001526,190.95340220001526,191.95351630001096,191.95351630001096,z,1,0.2711022000294179,None,archi,001,2023-10-11_00h24.30.755,orient_discri,2023.1.3,60.359355461578595,
-50,x,0,0,0,0,19,0,76,0,,,,,192.25320259999717,193.25348750001285,193.25348750001285,193.25348750001285,193.25348750001285,193.25348750001285,194.25311099999817,194.25311099999817,x,1,0.21312850003596395,None,archi,001,2023-10-11_00h24.30.755,orient_discri,2023.1.3,60.359355461578595,
150,v,0,0,0,0,19,1,77,1,,,,,194.4868015999673,195.48630940000294,195.48630940000294,195.48630940000294,195.48630940000294,195.48630940000294,196.48600099998293,196.48600099998293,v,1,0.4139901999733411,None,archi,001,2023-10-11_00h24.30.755,orient_discri,2023.1.3,60.359355461578595,
50,c,0,0,0,0,19,2,78,2,,,,,196.91919179999968,197.91974649997428,197.91974649997428,197.91974649997428,197.91974649997428,197.91974649997428,198.91887729999144,198.91887729999144,c,1,0.2576528000063263,None,archi,001,2023-10-11_00h24.30.755,orient_discri,2023.1.3,60.359355461578595,
-150,z,0,0,0,0,19,3,79,3,,,,,199.20262559998082,200.20217090001097,200.20217090001097,200.20217090001097,200.20217090001097,200.20217090001097,201.20252559997607,201.20252559997607,z,1,0.10398289997829124,None,archi,001,2023-10-11_00h24.30.755,orient_discri,2023.1.3,60.359355461578595,
-50,x,0,0,0,0,20,0,80,0,,,,,201.33565269998508,202.33540380001068,202.33540380001068,202.33540380001068,202.33540380001068,202.33540380001068,203.33627610001713,203.33627610001713,x,1,0.24974290002137423,None,archi,001,2023-10-11_00h24.30.755,orient_discri,2023.1.3,60.359355461578595,
150,v,0,0,0,0,20,1,81,1,,,,,203.60188789997483,204.60272580001038,204.60272580001038,204.60272580001038,204.60272580001038,204.60272580001038,205.60216329997638,205.60216329997638,v,1,0.10536089999368414,None,archi,001,2023-10-11_00h24.30.755,orient_discri,2023.1.3,60.359355461578595,
50,c,0,0,0,0,20,2,82,2,,,,,205.73498000000836,206.73524890001863,206.73524890001863,206.73524890001863,206.73524890001863,206.73524890001863,207.73569030000363,207.73569030000363,c,1,0.21843539999099448,None,archi,001,2023-10-11_00h24.30.755,orient_discri,2023.1.3,60.359355461578595,
-150,z,0,0,0,0,20,3,83,3,,,,,207.98569329996826,208.9853350999765,208.9853350999765,208.9853350999765,208.9853350999765,208.9853350999765,209.98442870000144,209.98442870000144,z,1,0.30523690005065873,None,archi,001,2023-10-11_00h24.30.755,orient_discri,2023.1.3,60.359355461578595,
-50,x,0,0,0,0,21,0,84,0,,,,,210.31846669997321,211.30153629998676,211.30153629998676,211.30153629998676,211.30153629998676,211.31819929997437,212.31821180001134,212.31821180001134,x,1,0.16012059996137396,None,archi,001,2023-10-11_00h24.30.755,orient_discri,2023.1.3,60.359355461578595,
150,v,0,0,0,0,21,1,85,1,,,,,212.50109659996815,213.50191059999634,213.50191059999634,213.50191059999634,213.50191059999634,213.50191059999634,214.50092000002041,214.50092000002041,v,1,0.0954325000056997,None,archi,001,2023-10-11_00h24.30.755,orient_discri,2023.1.3,60.359355461578595,
50,c,0,0,0,0,21,2,86,2,,,,,214.61746579996543,215.61779119999846,215.61779119999846,215.61779119999846,215.61779119999846,215.61779119999846,216.61819850001484,216.61819850001484,c,1,0.20593430002918467,None,archi,001,2023-10-11_00h24.30.755,orient_discri,2023.1.3,60.359355461578595,
-150,z,0,0,0,0,21,3,87,3,,,,,216.85083140002098,217.85071500000777,217.85071500000777,217.85071500000777,217.85071500000777,217.85071500000777,218.85069980000844,218.85069980000844,z,1,0.06546420004451647,None,archi,001,2023-10-11_00h24.30.755,orient_discri,2023.1.3,60.359355461578595,
-50,x,0,0,0,0,22,0,88,0,,,,,218.93366460001562,219.93383789999643,219.93383789999643,219.93383789999643,219.93383789999643,219.93383789999643,220.93395360000432,220.93395360000432,x,1,0.019722800003364682,None,archi,001,2023-10-11_00h24.30.755,orient_discri,2023.1.3,60.359355461578595,
150,v,0,0,0,0,22,1,89,1,,,,,220.98399330000393,221.98390449996805,221.98390449996805,221.98390449996805,221.98390449996805,221.98390449996805,222.98365219996776,222.98365219996776,v,1,0.11047489999327809,None,archi,001,2023-10-11_00h24.30.755,orient_discri,2023.1.3,60.359355461578595,
50,c,0,0,0,0,22,2,90,2,,,,,223.11702289996902,224.11704559996724,224.11704559996724,224.11704559996724,224.11704559996724,224.11704559996724,225.11679619998904,225.11679619998904,c,1,0.08278190001146868,None,archi,001,2023-10-11_00h24.30.755,orient_discri,2023.1.3,60.359355461578595,
-150,z,0,0,0,0,22,3,91,3,,,,,225.21723969996674,226.2162900000112,226.2162900000112,226.2162900000112,226.2162900000112,226.2162900000112,227.21686779998709,227.21686779998709,z,1,0.19500410003820434,None,archi,001,2023-10-11_00h24.30.755,orient_discri,2023.1.3,60.359355461578595,
-50,x,0,0,0,0,23,0,92,0,,,,,227.43355949997203,228.43330669996794,228.43330669996794,228.43330669996794,228.43330669996794,228.43330669996794,229.43314009997994,229.43314009997994,x,1,0.18003990000579506,None,archi,001,2023-10-11_00h24.30.755,orient_discri,2023.1.3,60.359355461578595,
150,v,0,0,0,0,23,1,93,1,,,,,229.63266459997976,230.63206420000643,230.63206420000643,230.63206420000643,230.63206420000643,230.63206420000643,231.6328111999901,231.6328111999901,v,1,0.013405099976807833,None,archi,001,2023-10-11_00h24.30.755,orient_discri,2023.1.3,60.359355461578595,
50,c,0,0,0,0,23,2,94,2,,,,,231.66682280000532,232.66630759998225,232.66630759998225,232.66630759998225,232.66630759998225,232.66630759998225,233.66558909998275,233.66558909998275,c,1,0.22460110002430156,None,archi,001,2023-10-11_00h24.30.755,orient_discri,2023.1.3,60.359355461578595,
-150,z,0,0,0,0,23,3,95,3,,,,,233.91592930001207,234.91569260001415,234.91569260001415,234.91569260001415,234.91569260001415,234.91569260001415,235.91602629999397,235.91602629999397,z,1,0.056888299994170666,None,archi,001,2023-10-11_00h24.30.755,orient_discri,2023.1.3,60.359355461578595,
-50,x,0,0,0,0,24,0,96,0,,,,,235.999166900001,236.99942710000323,236.99942710000323,236.99942710000323,236.99942710000323,236.99942710000323,237.99872709996998,237.99872709996998,x,1,0.2028938999865204,None,archi,001,2023-10-11_00h24.30.755,orient_discri,2023.1.3,60.359355461578595,
150,v,0,0,0,0,24,1,97,1,,,,,238.23160090000601,239.23221579997335,239.23221579997335,239.23221579997335,239.23221579997335,239.23221579997335,240.23214729997562,240.23214729997562,v,1,0.22061229997780174,None,archi,001,2023-10-11_00h24.30.755,orient_discri,2023.1.3,60.359355461578595,
50,c,0,0,0,0,24,2,98,2,,,,,240.481987999985,241.48254379996797,241.48254379996797,241.48254379996797,241.48254379996797,241.48254379996797,242.48150449997047,242.48150449997047,x,0,0.30086239997763187,None,archi,001,2023-10-11_00h24.30.755,orient_discri,2023.1.3,60.359355461578595,
-150,z,0,0,0,0,24,3,99,3,,,,,242.7982860999764,243.7982159999665,243.7982159999665,243.7982159999665,243.7982159999665,243.7982159999665,244.79916539997794,244.79916539997794,z,1,0.23953329998767003,None,archi,001,2023-10-11_00h24.30.755,orient_discri,2023.1.3,60.359355461578595,
-50,x,0,0,0,0,25,0,100,0,,,,,245.06479809997836,246.0478583999793,246.0478583999793,246.0478583999793,246.0478583999793,246.06472520000534,247.0478270999738,247.0478270999738,x,1,0.3235827999887988,None,archi,001,2023-10-11_00h24.30.755,orient_discri,2023.1.3,60.359355461578595,
150,v,0,0,0,0,25,1,101,1,,,,,247.39803919999395,248.39743800001452,248.39743800001452,248.39743800001452,248.39743800001452,248.39743800001452,249.39796550001483,249.39796550001483,v,1,0.23076489998493344,None,archi,001,2023-10-11_00h24.30.755,orient_discri,2023.1.3,60.359355461578595,
50,c,0,0,0,0,25,2,102,2,,,,,249.64766949997284,250.63166010001441,250.63166010001441,250.63166010001441,250.63166010001441,250.64771599997766,251.6306827000226,251.6306827000226,c,1,0.2283490999834612,None,archi,001,2023-10-11_00h24.30.755,orient_discri,2023.1.3,60.359355461578595,
-150,z,0,0,0,0,25,3,103,3,,,,,251.88114359998144,252.88078040000983,252.88078040000983,252.88078040000983,252.88078040000983,252.88078040000983,253.8811141999904,253.8811141999904,z,1,0.18842160003259778,None,archi,001,2023-10-11_00h24.30.755,orient_discri,2023.1.3,60.359355461578595,
-50,x,0,0,0,0,26,0,104,0,,,,,254.0972049999982,255.09738910000306,255.09738910000306,255.09738910000306,255.09738910000306,255.09738910000306,256.0970702000195,256.0970702000195,x,1,0.12443000002531335,None,archi,001,2023-10-11_00h24.30.755,orient_discri,2023.1.3,60.359355461578595,
150,v,0,0,0,0,26,1,105,1,,,,,256.2473376999842,257.2472260000068,257.2472260000068,257.2472260000068,257.2472260000068,257.2472260000068,258.2476016000146,258.2476016000146,v,1,0.1934303999878466,None,archi,001,2023-10-11_00h24.30.755,orient_discri,2023.1.3,60.359355461578595,
50,c,0,0,0,0,26,2,106,2,,,,,258.46359709999524,259.4636315999669,259.4636315999669,259.4636315999669,259.4636315999669,259.4636315999669,260.44655240001157,260.44655240001157,c,1,0.2995259999879636,None,archi,001,2023-10-11_00h24.30.755,orient_discri,2023.1.3,60.359355461578595,
-150,z,0,0,0,0,26,3,107,3,,,,,260.76319799997145,261.7632676999783,261.7632676999783,261.7632676999783,261.7632676999783,261.7632676999783,262.7633305999916,262.7633305999916,z,1,0.2633246000041254,None,archi,001,2023-10-11_00h24.30.755,orient_discri,2023.1.3,60.359355461578595,
-50,x,0,0,0,0,27,0,108,0,,,,,263.04681620001793,264.046689699986,264.046689699986,264.046689699986,264.046689699986,264.046689699986,265.0459574999986,265.0459574999986,x,1,0.12042980000842363,None,archi,001,2023-10-11_00h24.30.755,orient_discri,2023.1.3,60.359355461578595,
150,v,0,0,0,0,27,1,109,1,,,,,265.1961099000182,266.1957945000031,266.1957945000031,266.1957945000031,266.1957945000031,266.1957945000031,267.19602929998655,267.19602929998655,v,1,0.2621160999988206,None,archi,001,2023-10-11_00h24.30.755,orient_discri,2023.1.3,60.359355461578595,
50,c,0,0,0,0,27,2,110,2,,,,,267.479357299977,268.4791569999652,268.4791569999652,268.4791569999652,268.4791569999652,268.4791569999652,269.47938610002166,269.47938610002166,c,1,0.011213799996767193,None,archi,001,2023-10-11_00h24.30.755,orient_discri,2023.1.3,60.359355461578595,
-150,z,0,0,0,0,27,3,111,3,,,,,269.51218849996803,270.5121820999775,270.5121820999775,270.5121820999775,270.5121820999775,270.5121820999775,271.512379999971,271.512379999971,z,1,0.13357320002978668,None,archi,001,2023-10-11_00h24.30.755,orient_discri,2023.1.3,60.359355461578595,
-50,x,0,0,0,0,28,0,112,0,,,,,271.6625112000038,272.6626912999782,272.6626912999782,272.6626912999782,272.6626912999782,272.6626912999782,273.6622918000212,273.6622918000212,x,1,0.15832159999990836,None,archi,001,2023-10-11_00h24.30.755,orient_discri,2023.1.3,60.359355461578595,
150,v,0,0,0,0,28,1,113,1,,,,,273.8455647000228,274.8449335999903,274.8449335999903,274.8449335999903,274.8449335999903,274.8449335999903,275.8287119999877,275.8287119999877,v,1,0.21884640003554523,None,archi,001,2023-10-11_00h24.30.755,orient_discri,2023.1.3,60.359355461578595,
50,c,0,0,0,0,28,2,114,2,,,,,276.0789452000172,277.0788753000088,277.0788753000088,277.0788753000088,277.0788753000088,277.0788753000088,278.07817019999493,278.07817019999493,c,1,0.23939250002149493,None,archi,001,2023-10-11_00h24.30.755,orient_discri,2023.1.3,60.359355461578595,
-150,z,0,0,0,0,28,3,115,3,,,,,278.34488669998245,279.34454550000373,279.34454550000373,279.34454550000373,279.34454550000373,279.34454550000373,280.34478370001307,280.34478370001307,z,1,0.1609902000054717,None,archi,001,2023-10-11_00h24.30.755,orient_discri,2023.1.3,60.359355461578595,
